Protein_ID,Length,Mean_IUPred,Disorder_Fraction,Longest_IDR,Mean_IUPred_N50,Disorder_Fraction_N50,Longest_IDR_N50
XBmRNA16401|XBXL10_1g8741,160,0.10054085625000002,0.0,0,0.13789092,0.0,0
XBmRNA15075|XBXL10_1g7973,214,0.2656437803738318,0.0794392523364486,4,0.20366854,0.0,0
XBmRNA21182|XBXL10_1g11288,858,0.1601956958041957,0.09090909090909091,57,0.15391035999999997,0.0,0
XBmRNA23701|XBXL10_1g12648,866,0.3859338914549652,0.3441108545034642,62,0.28383002000000007,0.0,0
XBmRNA409|XBXL10_1g399,180,0.015783877777777785,0.0,0,0.012691279999999996,0.0,0
XBmRNA57|XBXL10_1g43,179,0.013288256983240227,0.0,0,0.012418079999999998,0.0,0
XBmRNA119|XBXL10_1g109,160,0.00930192499999999,0.0,0,0.01404656,0.0,0
XBmRNA294|XBXL10_1g286,178,0.009971224719101127,0.0,0,0.01404656,0.0,0
XBmRNA64|XBXL10_1g47,179,0.014153977653631284,0.0,0,0.01405902,0.0,0
XBmRNA113|XBXL10_1g103,178,0.015874814606741575,0.0,0,0.014032720000000004,0.0,0
XBmRNA72|XBXL10_1g58,179,0.013350810055865915,0.0,0,0.014080119999999998,0.0,0
XBmRNA22949|XBXL10_1g12277,697,0.44730017647058823,0.3400286944045911,94,0.4338060799999999,0.16,4
XBmRNA68956|XBXL10_1g36532,711,0.47737982559774966,0.509142053445851,297,0.4786357600000002,0.42,16
XBmRNA80138|XBXL10_1g42624,455,0.5076856703296699,0.4835164835164835,61,0.413045,0.12,2
XBmRNA7750|XBXL10_1g4194,3928,0.20829578233197685,0.04633401221995927,21,0.023129799999999996,0.0,0
XBmRNA17535|XBXL10_1g9406,208,0.2672349759615384,0.1346153846153846,10,0.03311174,0.0,0
XBmRNA56704|XBXL10_1g30128,375,0.26484731466666683,0.16266666666666665,46,0.13249083999999997,0.0,0
XBmRNA8286|XBXL10_1g4454,3395,0.6806876312223862,0.822680412371134,1791,0.8340105799999997,1.0,50
XBmRNA5353|XBXL10_1g2988,673,0.31060002228826133,0.31054977711738485,82,0.70715276,1.0,50
XBmRNA6804|XBXL10_1g3739,480,0.28121140208333334,0.09583333333333334,18,0.40296950000000004,0.36,18
XBmRNA21432|XBXL10_1g11422,469,0.0625118166311301,0.0,0,0.16196924,0.0,0
XBmRNA79757|XBXL10_1g42434,318,0.3425858647798742,0.17295597484276728,18,0.31417039999999985,0.1,4
XBmRNA77405|XBXL10_1g41025,87,0.17976939080459775,0.011494252873563218,1,0.25051814000000017,0.02,1
XBmRNA59397|XBXL10_1g31420,141,0.34374668794326246,0.09929078014184398,3,0.4122486200000002,0.14,3
XBmRNA77218|XBXL10_1g40927,174,0.1339532068965518,0.0,0,0.10179023999999995,0.0,0
XBmRNA27733|XBXL10_1g14915,101,0.16431662376237624,0.04950495049504951,5,0.23021170000000002,0.1,5
XBmRNA36486|XBXL10_1g19722,126,0.34196073809523825,0.09523809523809523,9,0.4513055800000001,0.24,9
XBmRNA27759|XBXL10_1g14930,246,0.2267884674796748,0.0,0,0.28667297999999997,0.0,0
XBmRNA83512|XBXL10_1g44442,141,0.25209802127659564,0.0,0,0.23135897999999996,0.0,0
XBmRNA22449|XBXL10_1g12038,1100,0.25331279909090876,0.19454545454545455,93,0.3663953600000001,0.2,8
XBmRNA11045|XBXL10_1g5896,93,0.09742473118279565,0.0,0,0.14114681999999995,0.0,0
XBmRNA53329|XBXL10_1g28387,167,0.12679365868263473,0.0,0,0.21456908000000002,0.0,0
XBmRNA59063|XBXL10_1g31225,502,0.17323907768924304,0.04183266932270916,10,0.22075637999999997,0.06,3
XBmRNA56387|XBXL10_1g29934,217,0.2675857004608294,0.03225806451612903,3,0.26269849999999995,0.02,1
XBmRNA21006|XBXL10_1g11183,355,0.020317994366197183,0.0,0,0.06011564,0.0,0
XBmRNA8316|XBXL10_1g4476,137,0.5077183357664233,0.43795620437956206,59,0.3151053,0.02,1
XBmRNA45668|XBXL10_1g24396,1336,0.38569674999999937,0.3001497005988024,124,0.08364441999999998,0.0,0
XBmRNA27048|XBXL10_1g14348,528,0.15770685037878795,0.013257575757575758,7,0.15913667999999997,0.0,0
XBmRNA3608|XBXL10_1g2013,174,0.09628067241379312,0.0,0,0.05931861999999999,0.0,0
XBmRNA57344|XBXL10_1g30446,261,0.37467428735632186,0.3793103448275862,62,0.05476397999999997,0.0,0
XBmRNA6060|XBXL10_1g3320,1403,0.40838769565217325,0.3057733428367783,149,0.2065013200000001,0.0,0
XBmRNA27018|XBXL10_1g14329,188,0.2544718670212766,0.05319148936170213,10,0.20524698,0.0,0
XBmRNA70799|XBXL10_1g37506,342,0.3974440029239767,0.41228070175438597,75,0.014205840000000003,0.0,0
XBmRNA66486|XBXL10_1g35218,316,0.4331033354430381,0.5063291139240507,111,0.059370000000000006,0.0,0
XBmRNA41911|XBXL10_1g22504,372,0.4181722419354836,0.3763440860215054,116,0.2881954,0.16,5
XBmRNA67315|XBXL10_1g35651,538,0.3809605855018587,0.26394052044609667,55,0.55376118,0.66,33
XBmRNA60698|XBXL10_1g32210,2819,0.4642510042568273,0.49308265342319973,173,0.63972312,1.0,50
XBmRNA4775|XBXL10_1g2717,361,0.15036402493074796,0.008310249307479225,2,0.24973359999999997,0.06,2
XBmRNA72525|XBXL10_1g38392,538,0.3844264702602233,0.26579925650557623,98,0.5718637,0.6,29
XBmRNA6495|XBXL10_1g3549,576,0.27499471701388883,0.1753472222222222,35,0.03617778000000001,0.0,0
XBmRNA73340|XBXL10_1g38863,467,0.24352764668094215,0.0728051391862955,26,0.04124404000000001,0.0,0
XBmRNA78160|XBXL10_1g41423,522,0.19379166858237543,0.0210727969348659,4,0.027994880000000003,0.0,0
XBmRNA82863|XBXL10_1g44051,526,0.20235076235741434,0.028517110266159697,6,0.027697119999999992,0.0,0
XBmRNA16264|XBXL10_1g8644,528,0.21445172537878796,0.056818181818181816,21,0.0405427,0.0,0
XBmRNA73402|XBXL10_1g38890,642,0.11589989875389413,0.03271028037383177,17,0.06954556,0.0,0
XBmRNA6923|XBXL10_1g3791,309,0.3140657378640776,0.08414239482200647,16,0.48530792000000006,0.36,16
XBmRNA46194|XBXL10_1g24744,2248,0.238533697064057,0.06761565836298933,110,0.15136518000000002,0.0,0
XBmRNA40555|XBXL10_1g21851,195,0.16421246666666667,0.0,0,0.13013064,0.0,0
XBmRNA5764|XBXL10_1g3177,1437,0.4167791871955467,0.4036186499652053,98,0.8233746200000001,1.0,50
XBmRNA26236|XBXL10_1g13809,592,0.3758515016891895,0.34121621621621623,72,0.6630377200000004,0.82,41
XBmRNA28542|XBXL10_1g15287,590,0.3677203305084742,0.33728813559322035,70,0.7668111799999999,1.0,50
XBmRNA20812|XBXL10_1g11060,167,0.13733833532934128,0.0,0,0.06575199999999999,0.0,0
XBmRNA16062|XBXL10_1g8489,167,0.19263999999999998,0.005988023952095809,1,0.13719329999999996,0.0,0
XBmRNA13401|XBXL10_1g7139,1075,0.21623767720930231,0.08093023255813954,17,0.09532242,0.0,0
XBmRNA17726|XBXL10_1g9502,129,0.13336164341085271,0.10077519379844961,13,0.06401633999999999,0.0,0
XBmRNA31997|XBXL10_1g17279,318,0.20566404402515714,0.006289308176100629,1,0.22656787999999994,0.0,0
XBmRNA79328|XBXL10_1g42200,375,0.34011100533333355,0.10666666666666667,17,0.2902301200000001,0.02,1
XBmRNA46901|XBXL10_1g25118,415,0.18400763132530104,0.024096385542168676,2,0.34029376000000006,0.06,2
XBmRNA46905|XBXL10_1g25122,414,0.18009053623188384,0.021739130434782608,2,0.31487654000000004,0.04,2
XBmRNA73863|XBXL10_1g39180,422,0.1423198056872039,0.0,0,0.14505,0.0,0
XBmRNA79680|XBXL10_1g42406,422,0.1426893056872039,0.0,0,0.14331151999999997,0.0,0
XBmRNA8311|XBXL10_1g4473,236,0.09321965677966104,0.0423728813559322,8,0.07468514,0.0,0
XBmRNA27788|XBXL10_1g14935,365,0.4453067315068496,0.3835616438356164,99,0.9165668000000002,1.0,50
XBmRNA10780|XBXL10_1g5767,530,0.23723071886792463,0.03773584905660377,18,0.12942365999999997,0.0,0
XBmRNA56273|XBXL10_1g29892,309,0.22236353398058245,0.042071197411003236,6,0.12923172000000002,0.0,0
XBmRNA53350|XBXL10_1g28396,309,0.22271593203883494,0.042071197411003236,6,0.11235648,0.0,0
XBmRNA5857|XBXL10_1g3235,530,0.2398994735849056,0.03773584905660377,18,0.12501592,0.0,0
XBmRNA38073|XBXL10_1g20691,465,0.220013959139785,0.053763440860215055,19,0.12692286000000003,0.0,0
XBmRNA63957|XBXL10_1g33888,589,0.14420016977928685,0.001697792869269949,1,0.12890702000000004,0.0,0
XBmRNA60408|XBXL10_1g32035,589,0.15975222241086587,0.003395585738539898,1,0.13401031999999996,0.0,0
XBmRNA80190|XBXL10_1g42650,531,0.24237000376647824,0.07156308851224105,7,0.05486545999999999,0.0,0
XBmRNA35878|XBXL10_1g19406,600,0.12635729999999998,0.006666666666666667,4,0.1676351,0.0,0
XBmRNA11109|XBXL10_1g5931,1172,0.26146718856655277,0.13737201365187712,33,0.07356502,0.0,0
XBmRNA11108|XBXL10_1g5930,523,0.2783893365200763,0.16443594646271512,33,0.04755472000000001,0.0,0
XBmRNA6388|XBXL10_1g3481,527,0.27206101518026576,0.15749525616698293,30,0.04511136,0.0,0
XBmRNA11135|XBXL10_1g5947,522,0.2815218850574715,0.18199233716475097,30,0.07457925999999998,0.0,0
XBmRNA69884|XBXL10_1g37047,476,0.29873205252100815,0.1953781512605042,33,0.05649966,0.0,0
XBmRNA69883|XBXL10_1g37046,479,0.26590075782880984,0.13987473903966596,33,0.04925526,0.0,0
XBmRNA11256|XBXL10_1g6022,485,0.21607841855670099,0.09072164948453608,33,0.04839995999999999,0.0,0
XBmRNA11258|XBXL10_1g6023,479,0.2880766951983294,0.16701461377870563,33,0.021726020000000002,0.0,0
XBmRNA6374|XBXL10_1g3471,475,0.284246244210526,0.18105263157894738,30,0.026284960000000003,0.0,0
XBmRNA69885|XBXL10_1g37048,480,0.2789562083333334,0.15208333333333332,30,0.056376279999999994,0.0,0
XBmRNA79004|XBXL10_1g42009,514,0.1973602665369648,0.09533073929961089,34,0.06509034,0.0,0
XBmRNA83228|XBXL10_1g44276,425,0.26202858823529407,0.11058823529411765,24,0.15056448,0.0,0
XBmRNA6331|XBXL10_1g3437,524,0.25493680534351143,0.12213740458015267,22,0.04147732,0.0,0
XBmRNA74249|XBXL10_1g39394,631,0.31291918858954054,0.22345483359746435,44,0.04061452000000001,0.0,0
XBmRNA53662|XBXL10_1g28572,514,0.19434736575875494,0.023346303501945526,7,0.04648827999999999,0.0,0
XBmRNA11079|XBXL10_1g5912,522,0.2737030785440613,0.15517241379310345,30,0.05062073999999999,0.0,0
XBmRNA49467|XBXL10_1g26488,629,0.3736421017488076,0.29093799682034976,56,0.06135482,0.0,0
XBmRNA49468|XBXL10_1g26489,524,0.28212492175572507,0.13740458015267176,33,0.06149837999999999,0.0,0
XBmRNA49597|XBXL10_1g26551,521,0.2825650191938579,0.1381957773512476,33,0.06792528000000002,0.0,0
XBmRNA49595|XBXL10_1g26549,522,0.2686666934865894,0.12835249042145594,33,0.0697047,0.0,0
XBmRNA49526|XBXL10_1g26525,522,0.2775587892720304,0.13026819923371646,33,0.0636102,0.0,0
XBmRNA49558|XBXL10_1g26535,524,0.3024757614503816,0.1717557251908397,33,0.06553485999999999,0.0,0
XBmRNA49555|XBXL10_1g26532,521,0.2850990499040306,0.1420345489443378,33,0.06445096,0.0,0
XBmRNA49600|XBXL10_1g26555,522,0.2761054636015323,0.12835249042145594,33,0.0685986,0.0,0
XBmRNA49527|XBXL10_1g26526,523,0.2704837093690248,0.13001912045889102,33,0.06504096000000001,0.0,0
XBmRNA49554|XBXL10_1g26531,523,0.2669516175908217,0.13001912045889102,33,0.06736052000000001,0.0,0
XBmRNA49557|XBXL10_1g26534,563,0.28237034813499123,0.13321492007104796,33,0.0671399,0.0,0
XBmRNA49523|XBXL10_1g26523,558,0.29252405017921146,0.13082437275985664,33,0.06680486000000001,0.0,0
XBmRNA11103|XBXL10_1g5926,524,0.24995568702290064,0.10877862595419847,21,0.05935676,0.0,0
XBmRNA11102|XBXL10_1g5925,526,0.26448733079847864,0.16159695817490494,31,0.02328666,0.0,0
XBmRNA11106|XBXL10_1g5928,521,0.2676026199616121,0.15163147792706333,33,0.05349336000000001,0.0,0
XBmRNA11115|XBXL10_1g5936,524,0.26615760687022894,0.15839694656488548,33,0.05344888000000001,0.0,0
XBmRNA11114|XBXL10_1g5935,522,0.2715977892720304,0.12452107279693486,33,0.05433536000000002,0.0,0
XBmRNA11122|XBXL10_1g5938,529,0.2754711568998107,0.13610586011342155,30,0.05861356000000001,0.0,0
XBmRNA53598|XBXL10_1g28539,756,0.3288687129629631,0.17328042328042328,33,0.06400593999999998,0.0,0
XBmRNA53666|XBXL10_1g28574,532,0.28723620300751895,0.12218045112781954,33,0.08533392000000002,0.0,0
XBmRNA11171|XBXL10_1g5976,510,0.2610428392156862,0.10980392156862745,20,0.04811104,0.0,0
XBmRNA11078|XBXL10_1g5911,529,0.27623331190926315,0.14744801512287334,22,0.051375099999999986,0.0,0
XBmRNA53679|XBXL10_1g28581,523,0.27580456978967494,0.15105162523900573,33,0.0685623,0.0,0
XBmRNA49596|XBXL10_1g26550,563,0.2792049626998222,0.1261101243339254,33,0.06487844000000002,0.0,0
XBmRNA79110|XBXL10_1g42077,550,0.23866540727272728,0.12,43,0.0563141,0.0,0
XBmRNA11090|XBXL10_1g5919,532,0.24581539097744334,0.11090225563909774,33,0.06702427999999999,0.0,0
XBmRNA11110|XBXL10_1g5932,523,0.27061979158699806,0.16061185468451242,33,0.06111077999999998,0.0,0
XBmRNA6375|XBXL10_1g3472,524,0.2725954351145035,0.1717557251908397,30,0.07006693999999998,0.0,0
XBmRNA11105|XBXL10_1g5927,536,0.2524903675373134,0.15858208955223882,30,0.08023694,0.0,0
XBmRNA5553|XBXL10_1g3071,1128,0.24921547872340433,0.08599290780141844,22,0.05503118000000001,0.0,0
XBmRNA6330|XBXL10_1g3436,525,0.2451405409523812,0.11047619047619048,21,0.029541960000000006,0.0,0
XBmRNA6346|XBXL10_1g3451,524,0.26812220610686965,0.12595419847328243,33,0.06121956,0.0,0
XBmRNA74324|XBXL10_1g39432,582,0.23744402920962193,0.0979381443298969,33,0.07261612000000002,0.0,0
XBmRNA69882|XBXL10_1g37045,478,0.26138006485355647,0.1297071129707113,30,0.06234907999999999,0.0,0
XBmRNA69742|XBXL10_1g36979,394,0.252624649746193,0.08121827411167512,20,0.05994856,0.0,0
XBmRNA17365|XBXL10_1g9295,486,0.25776583333333347,0.10082304526748971,14,0.057095459999999994,0.0,0
XBmRNA68593|XBXL10_1g36227,474,0.2473165949367089,0.0949367088607595,14,0.06845504,0.0,0
XBmRNA72682|XBXL10_1g38482,474,0.2648472679324895,0.13291139240506328,22,0.07246304,0.0,0
XBmRNA80215|XBXL10_1g42667,528,0.22081497348484858,0.041666666666666664,5,0.0584266,0.0,0
XBmRNA80203|XBXL10_1g42654,571,0.23998040105078794,0.09457092819614711,15,0.06252764,0.0,0
XBmRNA33387|XBXL10_1g18085,465,0.21393175268817222,0.06236559139784946,26,0.10938696000000006,0.0,0
XBmRNA16613|XBXL10_1g8849,559,0.24828669409660076,0.0626118067978533,13,0.051486080000000004,0.0,0
XBmRNA30819|XBXL10_1g16408,217,0.19487004608294933,0.013824884792626729,3,0.2878067400000001,0.06,3
XBmRNA45976|XBXL10_1g24592,224,0.3575476205357145,0.29910714285714285,41,0.6999646399999999,0.82,41
XBmRNA1156|XBXL10_1g804,309,0.31042842071197396,0.11326860841423948,26,0.4626632600000001,0.54,26
XBmRNA46210|XBXL10_1g24753,364,0.2975450357142857,0.260989010989011,52,0.17116770000000003,0.0,0
XBmRNA6685|XBXL10_1g3663,255,0.43127211372549046,0.2627450980392157,25,0.33259205999999997,0.08,4
XBmRNA755|XBXL10_1g637,255,0.42875693333333303,0.2235294117647059,26,0.33443365999999997,0.08,4
XBmRNA14002|XBXL10_1g7422,585,0.10225319145299139,0.0,0,0.08307064000000004,0.0,0
XBmRNA19105|XBXL10_1g10217,584,0.0930823339041096,0.0,0,0.08054396000000001,0.0,0
XBmRNA11438|XBXL10_1g6118,268,0.21676404104477617,0.03731343283582089,5,0.14659651999999998,0.0,0
XBmRNA64977|XBXL10_1g34417,238,0.04211474369747898,0.0,0,0.01919508000000001,0.0,0
XBmRNA71130|XBXL10_1g37651,238,0.04148327310924371,0.0,0,0.019820600000000008,0.0,0
XBmRNA12859|XBXL10_1g6862,253,0.4413277628458493,0.2727272727272727,24,0.5394501599999998,0.54,24
XBmRNA9833|XBXL10_1g5287,361,0.14932293905817182,0.00554016620498615,1,0.22952381999999985,0.04,1
XBmRNA75139|XBXL10_1g39965,772,0.14877270854922311,0.04792746113989637,23,0.3381825,0.04,2
XBmRNA16161|XBXL10_1g8559,1488,0.6922821935483857,0.7862903225806451,465,0.17974136000000002,0.0,0
XBmRNA4106|XBXL10_1g2222,317,0.5265409716088331,0.5899053627760252,75,0.21265959999999992,0.0,0
XBmRNA78280|XBXL10_1g41483,322,0.34226867391304344,0.12732919254658384,9,0.35378726,0.08,2
XBmRNA55175|XBXL10_1g29358,1585,0.49335861261829517,0.4757097791798107,110,0.7204652599999997,0.96,48
XBmRNA23591|XBXL10_1g12603,221,0.2604941538461538,0.13574660633484162,24,0.1152357,0.0,0
XBmRNA54622|XBXL10_1g29035,74,0.48554979729729747,0.581081081081081,43,0.6422094600000002,0.86,43
XBmRNA51913|XBXL10_1g27658,1608,0.48920927114427826,0.43283582089552236,101,0.7336333200000001,0.94,47
XBmRNA67014|XBXL10_1g35487,572,0.15335823251748237,0.017482517482517484,4,0.14036776,0.04,2
XBmRNA72364|XBXL10_1g38296,573,0.14268274171029663,0.012216404886561954,4,0.14205233999999997,0.08,4
XBmRNA56679|XBXL10_1g30112,467,0.033507974304068565,0.0,0,0.014708200000000005,0.0,0
XBmRNA61185|XBXL10_1g32434,467,0.032156927194860845,0.0,0,0.014051299999999997,0.0,0
XBmRNA46439|XBXL10_1g24891,663,0.3651193107088991,0.20211161387631976,80,0.33378309999999994,0.0,0
XBmRNA42347|XBXL10_1g22720,658,0.36166891489361697,0.21124620060790272,75,0.3454860799999999,0.02,1
XBmRNA81281|XBXL10_1g43236,533,0.6679188630393995,0.7954971857410882,312,0.3630405399999999,0.22,11
XBmRNA55315|XBXL10_1g29424,452,0.20382729646017692,0.10398230088495575,47,0.07192643999999998,0.0,0
XBmRNA73264|XBXL10_1g38831,553,0.3222488245931286,0.20614828209764918,37,0.046280079999999994,0.0,0
XBmRNA65265|XBXL10_1g34536,1182,0.2765944560067678,0.18274111675126903,39,0.19551631999999997,0.0,0
XBmRNA43583|XBXL10_1g23352,201,0.29688801492537326,0.1044776119402985,10,0.25386208,0.0,0
XBmRNA12874|XBXL10_1g6871,250,0.4670487040000002,0.368,35,0.3447936600000001,0.06,2
XBmRNA71172|XBXL10_1g37675,1739,0.15741848418631396,0.05980448533640023,26,0.15471904,0.0,0
XBmRNA43865|XBXL10_1g23497,482,0.17224135684647326,0.004149377593360996,2,0.17616510000000002,0.0,0
XBmRNA71264|XBXL10_1g37709,487,0.569596176591376,0.6098562628336756,85,0.59192684,0.82,29
XBmRNA28848|XBXL10_1g15436,484,0.17862669834710768,0.0640495867768595,18,0.21241188000000005,0.0,0
XBmRNA69680|XBXL10_1g36960,414,0.29999090821256064,0.22705314009661837,63,0.055252620000000016,0.0,0
XBmRNA48138|XBXL10_1g25752,243,0.36399112345679024,0.25102880658436216,27,0.4816678799999999,0.56,23
XBmRNA44662|XBXL10_1g23900,243,0.3697029547325102,0.2551440329218107,28,0.4825786200000002,0.56,23
XBmRNA28853|XBXL10_1g15441,353,0.20816119546742198,0.0339943342776204,5,0.20668938000000003,0.02,1
XBmRNA11461|XBXL10_1g6130,627,0.32372366188197743,0.27910685805422647,38,0.04045104,0.0,0
XBmRNA45469|XBXL10_1g24283,281,0.20762925622775782,0.0711743772241993,20,0.4359170600000002,0.4,20
XBmRNA48827|XBXL10_1g26088,280,0.18719088928571415,0.060714285714285714,16,0.34932332000000005,0.34,16
XBmRNA77639|XBXL10_1g41149,903,0.34356617607973416,0.2070874861572536,41,0.026845160000000003,0.0,0
XBmRNA77610|XBXL10_1g41130,253,0.05130146245059289,0.0,0,0.05432392,0.0,0
XBmRNA82509|XBXL10_1g43836,527,0.14863341745730546,0.09487666034155598,21,0.060313139999999994,0.0,0
XBmRNA490|XBXL10_1g449,174,0.23188339655172427,0.011494252873563218,1,0.29026569999999996,0.02,1
XBmRNA6523|XBXL10_1g3565,174,0.265443367816092,0.017241379310344827,1,0.30341786,0.02,1
XBmRNA7945|XBXL10_1g4279,454,0.25909370925110137,0.13656387665198239,25,0.10615778,0.0,0
XBmRNA12236|XBXL10_1g6531,1382,0.43171337264833615,0.4182344428364689,238,0.47490670000000024,0.46,15
XBmRNA35367|XBXL10_1g19130,478,0.17924569874476962,0.0502092050209205,5,0.30116820000000005,0.1,4
XBmRNA10280|XBXL10_1g5506,189,0.06650544444444444,0.0,0,0.023848079999999997,0.0,0
XBmRNA5326|XBXL10_1g2975,189,0.07037588359788359,0.0,0,0.01975844,0.0,0
XBmRNA26686|XBXL10_1g14152,694,0.38758789337175753,0.36743515850144093,66,0.5627763199999999,0.78,31
XBmRNA26475|XBXL10_1g13955,1174,0.14884015161839848,0.04258943781942078,28,0.042194539999999996,0.0,0
XBmRNA79470|XBXL10_1g42275,246,0.23453511382113812,0.06097560975609756,9,0.26757214,0.04,2
XBmRNA30613|XBXL10_1g16299,153,0.3870050718954249,0.27450980392156865,19,0.23898640000000004,0.0,0
XBmRNA77680|XBXL10_1g41169,310,0.2173647612903224,0.07419354838709677,19,0.31671896,0.06,2
XBmRNA82575|XBXL10_1g43875,325,0.22295328615384608,0.12307692307692308,20,0.3943068599999999,0.42,20
XBmRNA25447|XBXL10_1g13405,89,0.38493025842696615,0.21348314606741572,18,0.4319174599999998,0.36,18
XBmRNA17871|XBXL10_1g9587,393,0.43958002544529284,0.30279898218829515,63,0.8170039000000002,1.0,50
XBmRNA80102|XBXL10_1g42600,532,0.265206945488722,0.12218045112781954,22,0.054795279999999995,0.0,0
XBmRNA15504|XBXL10_1g8199,461,0.24012494360086775,0.06073752711496746,20,0.12676294000000007,0.04,1
XBmRNA1163|XBXL10_1g809,668,0.20597786227544915,0.010479041916167664,2,0.045129279999999994,0.0,0
XBmRNA14045|XBXL10_1g7454,592,0.36753468749999985,0.24324324324324326,39,0.38038929999999993,0.3,9
XBmRNA19155|XBXL10_1g10241,590,0.36424388644067807,0.2288135593220339,35,0.31001673999999985,0.1,3
XBmRNA65242|XBXL10_1g34525,464,0.7652516810344826,0.9353448275862069,173,0.9111523199999997,1.0,50
XBmRNA71380|XBXL10_1g37766,467,0.776856074946466,0.9229122055674518,162,0.90276704,1.0,50
XBmRNA75394|XBXL10_1g40085,851,0.454900931844888,0.38425381903642775,39,0.5967389999999999,0.62,31
